,price,price_per_m,postal_code,location,type,area,room
877,238 000,3 526 ,06300, Nice (Saint-Roch),Appartement,67,4
878,320 000,3 299 ,06200, Nice (Sainte-Marguerite),Appartement,97,4
879,395 000,6 594 ,06000, Nice (Gambetta),Appartement,60,3
880,640 000,7 462 ,06000, Nice (Carré d'or),Appartement,86,3
881,900 000,7 773 ,92100, Boulogne-Billancourt (Jean Jaurès - Reine),Appartement,110,5
882,3 550 000,8 452 ,06000, Nice (Saint-Pierre de Feric),Maison,420,5
883,279 000,4 429 ,69140, Rillieux-la-Pape (Ville nouvelle Sud),Appartement,63,3
884,329 000,4 507 ,69140, Rillieux-la-Pape (Ville nouvelle Sud),Appartement,73,3
885,475 000,4 204 ,69140, Rillieux-la-Pape (Ville nouvelle Sud),Appartement,113,4
886,530 145,3 002 ,85160, Saint-Jean-de-Monts (Le Rozeau Gaillard),Maison,170,5
887,380 000,6 415 ,83150, Bandol,Appartement,59,4
888,469 000,7 200 ,94400, Vitry-sur-Seine (Port à l'Anglais - Zone d'activité),Maison,65,3
889,290 000,3 210 ,69100, Villeurbanne (Perrallière),Appartement,90,4
890,290 000,3 210 ,69100, Villeurbanne (Perrallière),Appartement,90,4
891,850 000,3 114 ,97141, Vieux-Fort,Maison,273,11
892,239 000,2 459 ,77580, Crécy-la-Chapelle,Maison,93,4
893,699 000,2 496 ,68000, Colmar (Saint-Joseph - Mittelhart),Maison,280,10
894,379 000,3 989 ,69007, Lyon 7e (Guillotière),Appartement,95,4
895,365 000,5 141 ,33000, Bordeaux (Saint-Pierre),Appartement,71,3
896,300 000,6 818 ,75019, Paris 19e (Porte de la Villette),Appartement,44,2
897,370 000,7 115 ,92110, Clichy (République - Victor Hugo),Appartement,52,3
898,550 000,8 333 ,92800, Puteaux (Lorilleux),Appartement,66,3
899,670 000,9 437 ,92400, Courbevoie (Bécon),Appartement,71,3
900,780 000,3 451 ,44700, Orvault (Praudière - Berthelotière - Mulonnière),Maison,226,8
901,795 000,8 641 ,75013, Paris 13e (Butte-aux-Cailles),Appartement,92,4
902,490 000,5 765 ,69002, Lyon 2e (Bellecour - Carnot),Appartement,85,4
903,90 000,6 429 ,69009, Lyon 9e (Cordeliers Bellecour),Appartement,14,1
904,459 000,5 216 ,69001, Lyon 1er (Haut - Coeur des Pentes),Appartement,88,3
905,148 500,1 650 ,59200, Tourcoing (Croix Rouge),Maison,90,4
906,78 000,1 685 ,47000, Agen (Capelette - Agen Sud),Appartement,46,2
907,180 000,4 644 ,69200, Vénissieux (Centre-ville),Appartement,39,2
908,1 295 000,"12,6k ",06000, Nice,Appartement,103,4
909,442 000,5 680 ,06200, Nice (Fabron),Appartement,78,3
910,149 000,4 515 ,44000, Nantes (Centre-ville),Appartement,33,2
911,235 000,3 310 ,44800, Saint-Herblain (Bourg),Appartement,71,3
912,2 990 000,"20,3k ",06190, Roquebrune-Cap-Martin (Cabbé - Saint-Roman - Roquebrune),Appartement,147,4
913,199 000,3 373 ,59000, Lille (Vauban - Esquermes),Appartement,59,2
914,551 000,4 669 ,13009, Marseille 9e (Mazargues),Appartement,118,5
915,125 000,2 232 ,21000, Dijon (Colombière - Parc Chevreul),Appartement,56,2
916,720 000,8 854 ,06000, Nice (Carré d'or),Appartement,81,3
917,56 000,1 077 ,52200, Langres,Appartement,52,3
918,135 000,2 234 ,91240, Saint-Michel-sur-Orge (Gambetta),Appartement,60,3
919,1 695 000,"11,9k ",06000, Nice (Saint-Philippe - Estienne d'Orves),Maison,143,5
920,280 000,3 684 ,67380, Lingolsheim (Tiergaertel - Européen - Alouettes - Galilée - Tanneries),Terrasse,76,4
921,240 000,3 847 ,31300, Toulouse (Patte d'Oie - Fontaines),Appartement,62,3
922,890 000,890 0,75014, Paris 14e (Jean Moulin - Porte d'Orléans),Appartement,117,5
923,299 250,2 905 ,44800, Saint-Herblain (Bourg),Appartement,103,4
924,405 000,4 880 ,13008, Marseille 8e (Le Rouet),Appartement,83,4
925,630 000,7 079 ,94100, Saint-Maur-des-Fossés (Adamville),Maison,89,4
926,850 000,"14,2k ",75007, Paris 7e (Champ de Mars),Appartement,58,2
927,390 000,4 194 ,69380, Lozanne,Maison,93,4
928,255 000,5 795 ,13008, Marseille 8e (Pointe Rouge),Appartement,44,2
929,618 000,5 708 ,83140, Six-Fours-les-Plages (Roumagnan - Talian - Audibert - Verger),Maison,108,5
930,485 300,2 300 ,44600, Saint-Nazaire (Nord),Maison,200,7
931,2 440 000,9 467 ,78000, Versailles (Saint-Louis),Maison,250,8
932,850 000,"10,1k ",75014, Paris 14e (Montsouris - Dareau),Appartement,80,3
933,450 000,"10,5k ",75003, Paris 3e (Enfants Rouges - Bretagne),Appartement,43,2
934,299 000,2 215 ,69100, Villeurbanne (Léon Blum - Bon Coin),Duplex,135,5
935,220 000,7 857 ,75019, Paris 19e (La Villette - Porte de Pantin),Appartement,28,1
936,345 000,8 523 ,06190, Roquebrune-Cap-Martin (Chemin du Vallonet - Val de Gorbio - Pinella),Appartement,40,2
937,649 000,6 500 ,75019, Paris 19e (Bassin de la Villette),Appartement,96,4
938,295 000,4 750 ,69004, Lyon 4e (Croix Rousse Centre-ville),Appartement,62,3
939,300 000,6 000 ,94700, Maisons-Alfort (Alfort),Appartement,50,3
940,358 900,2 601 ,44980, Sainte-Luce-sur-Loire,Maison,138,5
941,373 000,"16,4k ",75002, Paris 2e (Montorgueil - Etienne Marcel),Studio,22,
942,745 000,3 043 ,76110, Bec-de-Mortagne,Maison,230,7
943,249 500,3 564 ,92360, Meudon-la-forêt (Meudon la Forêt),Appartement,70,4
944,283 000,4 422 ,64100, Bayonne (Mousserolles),Appartement,64,3
945,315 000,3 987 ,69005, Lyon 5e (Champvert - Point du Jour - Jeunet),Appartement,79,3
946,196 000,2 306 ,34500, Béziers (Garrissou - Plaisance),Maison,85,4
947,320 000,4 692 ,78720, Cernay-la-Ville,Maison,65,4
948,720 000,3 090 ,69640, Rivolet,Maison,233,6
949,610 000,8 806 ,75015, Paris 15e (Georges Brassens),Appartement,67,3
950,295 000,5 364 ,69001, Lyon 1er (Haut - Coeur des Pentes),Appartement,55,3
951,209 000,"13,1k ",75006, Paris 6e (Rennes),Appartement,16,2
952,217 000,3 053 ,44300, Nantes (Eraudière - La Marrière - Rond-point de Paris),Appartement,67,3
953,399 000,4 034 ,44000, Nantes (Monselet),Appartement,94,3
954,545 000,6 929 ,06200, Nice (Fabron),Appartement,75,3
955,899 000,6 759 ,92700, Colombes (La Petite Garenne),Maison,133,7
956,399 000,9 268 ,75015, Paris 15e (Alleray - Procession),Appartement,41,2
957,300 000,"13,6k ",75007, Paris 7e (Champ de Mars),Appartement,22,1
958,682 500,8 457 ,06000, Nice (Fabron),Appartement,81,3
959,283 000,5 896 ,93100, Montreuil (Bel Air - Grand Pêchers),Appartement,48,1
960,330 000,3 929 ,69300, Caluire-et-Cuire (Cuire-le-bas - Cuire-le-Haut),Appartement,84,3
961,315 000,3 182 ,54000, Nancy (Poincaré - Foch - Anatole France - Croix de Bourgogne),Appartement,99,4
962,436 800,2 893 ,31000, Toulouse (La Vache - La Salade),Appartement,151,5
963,436 800,2 893 ,75000, Paris (Capitole),Appartement,151,5
964,436 800,2 893 ,69000, Lyon (Mutualité - Préfecture - Moncey),Appartement,151,5
965,436 800,2 893 ,34000, Montpellier (Capitole),Appartement,151,5
966,436 800,2 893 ,33000, Bordeaux (Capitole),Appartement,151,5
967,436 800,2 893 ,13000, Marseille (Capitole),Appartement,151,5
968,650 000,8 784 ,06000, Nice (Centre-ville),Appartement,74,2
969,268 900,4 093 ,66700, Argelès-sur-Mer (Jardins du Soleil - Mas Boy),Appartement,62,3
970,137 000,1 054 ,71400, Autun (Saint-Jean - République - Gare),Appartement,130,5
971,335 000,4 786 ,94800, Villejuif (Zola - Lion d'Or),Appartement,70,3
972,400 000,9 302 ,75012, Paris 12e (Jardin de Reuilly),Appartement,43,3
973,400 000,9 756 ,75017, Paris 17e (La Fourche - Guy Moquet),Appartement,41,2
974,450 000,2 941 ,13001, Marseille 1er (Chapitre),Appartement,153,6
975,465 000,9 118 ,75013, Paris 13e (Croulebarbe),Appartement,51,2
976,550 000,7 746 ,75019, Paris 19e (Jourdain - Pyrénées),Appartement,71,3
977,580 000,4 462 ,69300, Caluire-et-Cuire (Margnolles - Rhône),Appartement,130,4
978,595 000,9 154 ,75012, Paris 12e (Nation - Picpus),Appartement,65,3
979,600 000,9 231 ,92100, Boulogne-Billancourt (Point du Jour),Appartement,65,3
980,840 000,9 767 ,75015, Paris 15e (Emeriau - Zola),Appartement,86,4
981,895 000,4 597 ,69007, Lyon 7e (Guillotière),Appartement,191,6
982,790 020,5 164 ,85800, Saint-Gilles-Croix-de-Vie,Maison,147,7
983,207 500,1 958 ,68210, Montreux-Vieux,Maison,106,5
984,540 000,7 490 ,93100, Montreuil (Bas Montreuil - République),Appartement,70,3
985,415 000,4 000 ,77500, Chelles (Noue-Brossard - Perichelles - Bel Air - Clos Roger),Maison,100,5
986,125 000,1 524 ,18000, Bourges (Centre-ville - Charlet - Lahitolle - Pignoux - Sembat),Maison,82,4
987,319 000,4 833 ,69001, Lyon 1er (Ouest des Pentes),Appartement,66,3
988,99 900,865 ,68100, Mulhouse (Europe - Bassin Nordfeld),Appartement,116,6
989,188 000,4 248 ,93700, Drancy (Village Parisien),Appartement,44,2
990,215 000,1 525 ,68100, Mulhouse (Europe - Bassin Nordfeld),Appartement,141,6
991,349 000,3 163 ,91000, Évry-Courcouronnes (Bras de Fer),Maison,110,5
992,409 000,3 408 ,93160, Noisy-le-Grand (Sud),Maison,120,6
993,410 000,4 059 ,93700, Drancy (L'Economie),Maison,101,4
994,570 000,4 456 ,31400, Toulouse (Busca - Jardin des plantes - Port Saint-Sauveur),Appartement,123,3
995,333 000,333 0,44120, Vertou (Chapeau Berger - La Grammoire - Ville au Blanc),Maison,105,4
996,440 000,5 185 ,95100, Argenteuil (Val Notre Dame),Maison,81,5
997,460 000,4 741 ,94400, Vitry-sur-Seine (Le Fort),Maison,97,4
998,529 000,3 701 ,94400, Vitry-sur-Seine (Coteau - Malassis),Maison,143,6
999,540 000,3 776 ,93160, Noisy-le-Grand (Sud),Maison,143,6
1000,650 000,6 628 ,92300, Levallois-Perret (Trézel),Appartement,94,5
1001,3 449 000,"11,1k ",06400, Cannes (Suquet),Appartement,311,5
1002,799 000,6 419 ,06200, Nice (Saint-Antoine),Appartement,124,5
1003,499 000,2 434 ,69170, Tarare,Maison,205,5
1004,499 000,2 434 ,69170, Tarare,Maison,205,5
1005,995 000,"10,2k ",92300, Levallois-Perret (Front de Seine),Appartement,98,4
1006,298 900,3 832 ,44980, Sainte-Luce-sur-Loire,Maison,78,3
1007,659 000,5 681 ,69006, Lyon 6e (Les Brotteaux),Appartement,116,5
1008,798 000,"15,1k ",75007, Paris 7e (Breteuil),Appartement,53,2
1009,623 700,1 915 ,85670, Saint-Christophe-du-Ligneron,Maison,313,10
1010,344 000,4 821 ,44000, Nantes (Hauts-Pavés - Saint-Pasquier - Saint-Félix - Université),Appartement,71,3
1011,495 000,3 000 ,77340, Pontault-Combault (Mairie - Rouxel),Maison,165,6
1012,365 000,5 530 ,69003, Lyon 3e (Voltaire - Part Dieu),Appartement,66,3
1013,500 000,9 804 ,75014, Paris 14e (Pernety),Appartement,51,3
1014,698 000,5 817 ,78100, Saint-Germain-en-Laye (Hennemont),Maison,120,7
1015,499 900,4 385 ,93100, Montreuil (Villiers - Barbusse),Appartement,114,6
1016,839 000,3 990 ,31100, Toulouse (Lardenne),Maison,203,6
1017,146 000,695 ,63300, Thiers,Maison,210,7
1018,55 000,1 204 ,58000, Nevers (Banlay),Appartement,46,2
1019,115 000,1 860 ,82000, Montauban (Lalande),Appartement,62,3
1020,280 600,4 252 ,67800, Bischheim (Canal - Pont Phario),Appartement,66,3
1021,249 900,3 124 ,57070, Metz,Appartement,80,4
1022,1 320 000,"13,7k ",06400, Cannes (Centre-ville),Appartement,96,4
1023,98 000,1 531 ,38100, Grenoble (Malherbe - Teisseire),Appartement,64,3
1024,110 000,1 158 ,38100, Grenoble (Villeneuve),Appartement,95,5
1025,139 000,4 344 ,69004, Lyon 4e (Croix Rousse Est),Appartement,32,1
1026,144 500,1 632 ,38100, Grenoble (Abbaye - Jouhaux),Appartement,89,4
1027,148 500,3 547 ,59118, Wambrechies,Appartement,39,2
1028,149 000,2 483 ,38100, Grenoble (Alliés - Alpins),Appartement,60,3
1029,188 430,2 026 ,80000, Amiens (Sud Est),Maison,93,4
1030,200 000,3 448 ,69004, Lyon 4e (Croix Rousse Ouest),Appartement,58,2
1031,215 000,4 216 ,69004, Lyon 4e (Croix Rousse Ouest),Appartement,51,2
1032,245 000,3 290 ,69300, Caluire-et-Cuire (Margnolles - Rhône),Appartement,70,3
1033,245 000,245 0,13010, Marseille 10e (Saint-Loup),Appartement,63,2
1034,248 000,2 481 ,83000, Toulon (Haute-ville),Appartement,100,5
1035,314 000,2 703 ,59118, Wambrechies,Maison,111,5
1036,316 000,3 901 ,69300, Caluire-et-Cuire (Montessuy),Appartement,81,3
1037,349 000,4 986 ,69004, Lyon 4e (Croix Rousse Est),Appartement,70,4
1038,363 150,363 1,17000, La Rochelle (Mireuil - Saint-Maurice),Maison,145,8
1039,369 000,369 0,69130, Écully (Centre-ville),Appartement,101,4
1040,480 000,5 275 ,69004, Lyon 4e (Croix Rousse Est),Appartement,91,3
1041,480 000,7 662 ,83000, Toulon (Le Mourillon - La Mitre - Fort Lamalgue),Appartement,63,3
1042,618 000,5 708 ,83140, Six-Fours-les-Plages (Roumagnan - Talian - Audibert - Verger),Maison,108,5
1043,650 000,7 701 ,83150, Bandol,Appartement,84,3
1044,650 000,7 701 ,83150, Bandol,Appartement,84,3
1045,695 000,8 235 ,83150, Bandol,Appartement,84,3
1046,149 000,3 725 ,13009, Marseille 9e (Sainte-Marguerite),Appartement,40,2
1047,479 000,2 071 ,74910, Usinens,Maison,231,7
1048,659 000,7 163 ,69006, Lyon 6e (Tête d'Or - Vitton),Appartement,92,3
1049,204 000,6 621 ,94800, Villejuif (Gripons - Pasteur),Appartement,29,2
1050,226 000,2 671 ,31400, Toulouse (L'Ormeau - La Terrasse - La Grande Plaine),Appartement,85,4
1051,338 000,2 939 ,01480, Jassans-Riottier,Maison,115,5
1052,822 000,4 514 ,94000, Créteil (Bas du Mont-Mesly),Maison,173,6
1053,849 000,9 759 ,75020, Paris 20e (Télégraphe - Pelleport - Saint-Fargeau),Appartement,87,4
1054,1 995 000,"10,2k ",75017, Paris 17e (Pereire),Appartement,188,7
1055,315 000,3 734 ,69660, Collonges-au-Mont-d'Or,Appartement,84,4
1056,350 000,1 707 ,64000, Pau (Pau Nord),Maison,205,7
1057,226 000,2 671 ,31400, Toulouse (L'Ormeau - La Terrasse - La Grande Plaine),Appartement,85,4
1058,255 150,4 354 ,34000, Montpellier (Les Beaux Arts),Appartement,56,3
1059,650 000,9 453 ,75017, Paris 17e (Champerret - Berthier),Appartement,66,3
1060,78 000,1 219 ,24000, Périgueux (Centre-ville - La Gare - Saint-Martin),Appartement,64,2
1061,266 000,3 855 ,69008, Lyon 8e (Bachut - Transvaal),Appartement,69,3
1062,725 000,3 718 ,69300, Caluire-et-Cuire (Vassieux - Crépieux),Appartement,195,5
1063,80 000,8 889 ,75010, Paris 10e (Porte Saint-Martin - Paradis),Appartement,9,1
1064,185 000,3 854 ,44000, Nantes (Saint-Donatien - Tortière),Appartement,48,3
1065,200 000,2 273 ,44800, Saint-Herblain (Nord),Appartement,88,3
1066,213 000,3 381 ,69120, Vaulx-en-Velin (Vaulx en Velin Sud),Appartement,63,3
1067,230 000,5 750 ,69008, Lyon 8e (Bachut - Transvaal),Appartement,40,2
1068,287 000,6 833 ,69006, Lyon 6e (Les Brotteaux),Appartement,42,2
1069,380 000,5 000 ,92700, Colombes (Europe),Maison,76,4
1070,399 000,6 017 ,92400, Courbevoie (Bécon),Appartement,65,3
1071,420 000,3 818 ,33700, Mérignac (Chemin Long),Maison,110,6
1072,390 000,6 058 ,92500, Rueil-Malmaison (Bords de Seine),Appartement,64,3
1073,55 000,1 019 ,02000, Laon (Montreuil - La Neuville - Marquette),Appartement,54,3
1074,825 000,3 185 ,69003, Lyon 3e (Sans Souci - Dauphiné),Maison,259,6
1075,229 000,4 162 ,38000, Grenoble (Eaux-Claires - Mistral),Appartement,55,2
1076,126 000,2 520 ,21000, Dijon (Montchapet),Appartement,50,3
1077,190 000,3 455 ,06800, Cagnes-sur-Mer (La Gare - Les Plans - Hippodrome),Appartement,55,3
1078,790 000,7 272 ,06200, Nice (Lanterne),Appartement,109,4
1079,858 000,9 270 ,75014, Paris 14e (Pernety),Appartement,89,4
1080,216 000,2 919 ,69100, Villeurbanne (Léon Blum - Bon Coin),Appartement,74,2
1081,339 000,"12,1k ",75009, Paris 9e (Lorette - Martyrs),Appartement,28,2
1082,590 000,12k ,75003, Paris 3e (Archives),Appartement,49,2
1083,720 000,12k ,75017, Paris 17e (Batignolles - Cardinet),Appartement,60,3
1084,69 000,2 315 ,89100, Sens (Faubourg Saint-Didier - Clos-Le-Roi),Appartement,30,2
1085,424 000,2 926 ,94500, Champigny-sur-Marne (Plant - Tremblay),Maison,145,5
1086,399 000,8 489 ,06220, Vallauris (Puadon - Plateau de Bernis - Super Cannes - Le Maure),Appartement,47,2
1087,399 000,4 433 ,69003, Lyon 3e (Voltaire - Part Dieu),Appartement,90,4
1088,293 000,3 084 ,34500, Béziers (Perch des Moulins - Font Neuve - Terries),Les,95,4
1089,281 000,3 088 ,34500, Béziers (Perch des Moulins - Font Neuve - Terries),Les,91,4
1090,241 000,2 904 ,34500, Béziers (Perch des Moulins - Font Neuve - Terries),Les,83,4
1091,256 000,3 084 ,34500, Béziers (Perch des Moulins - Font Neuve - Terries),Les,83,4
1092,120 000,5 217 ,30240, Le Grau-du-Roi (Port Royal - Plage Rive Gauche),Appartement,23,1
1093,216 000,4 924 ,69007, Lyon 7e (Gerland),Appartement,44,2
1094,495 000,495 0,94100, Saint-Maur-des-Fossés (Parc de Saint-Maur),Appartement,85,4
1095,830 000,4 256 ,06800, Cagnes-sur-Mer (Les Vallières - Le Malvan - Les Travails - La Combe),Maison,195,7
1096,425 000,6 279 ,06300, Nice (Riquier),Appartement,65,3
1097,1 290 000,"10,7k ",75009, Paris 9e (Trudaine - Rochechouart),Appartement,117,4
1098,349 000,349 0,91210, Draveil (Centre-ville),Maison,100,6
1099,62 000,561 ,58130, Guérigny,Maison,111,6
1100,3 690 000,9 836 ,75014, Paris 14e (Montsouris - Dareau),Maison,365,7
1101,770 000,770 0,75014, Paris 14e (Jean Moulin - Porte d'Orléans),Appartement,77,4
1102,290 000,2 736 ,33170, Gradignan (Saint-Géry - Favard),Appartement,106,4
1103,460 000,"10,9k ",75011, Paris 11e (Belleville - Saint-Maur),Appartement,42,2
1104,1 150 000,"12,1k ",75014, Paris 14e (Jean Moulin - Porte d'Orléans),Appartement,95,5
1105,682 500,"10,2k ",75019, Paris 19e (Secrétan - Jaurès),Maison,64,4
1106,650 000,4 815 ,69250, Curis-au-Mont-d'Or,Maison,135,6
1107,99 000,3 667 ,66420, Le Barcarès (Grande Plage - Cap de Front - Parc des Dosses),Appartement,27,2
1108,430 000,11k ,75010, Paris 10e (Goncourt - Canal Saint-Martin),Appartement,39,2
1109,894 400,4 707 ,33700, Mérignac (Arlac),Maison,190,8
1110,159 000,5 100 ,33000, Bordeaux (Capucins - Saint-Michel),Appartement,30,2
1111,180 000,1 395 ,72100, Le Mans (Monthéard),Maison,129,6
1112,180 000,3 396 ,44230, Saint-Sébastien-sur-Loire (Ouest),Appartement,53,3
1113,595 000,8 041 ,75014, Paris 14e (Montsouris - Dareau),Appartement,74,4
1114,123 000,2 158 ,21600, Longvic,Appartement,57,3
1115,259 000,259 0,06000, Nice (Cessole),Appartement,50,2
1116,2 690 000,9 057 ,06000, Nice (Valrose),Maison,297,12
1117,255 000,255 0,75005, Paris 5e (Monge - Jussieu),Studio,12,
1118,185 000,3 936 ,69160, Tassin-la-Demi-Lune (Alaï),Appartement,47,2
1119,290 000,3 919 ,69005, Lyon 5e (Champvert - Point du Jour - Jeunet),Appartement,74,3
1120,426 000,3 381 ,31200, Toulouse (Barrière de Paris),Appartement,126,5
1121,672 000,6 989 ,92600, Asnières-sur-Seine (Centre-ville),Appartement,93,3
1122,161 700,1 115 ,68390, Sausheim,Appartement,145,4
1123,319 000,3 502 ,69008, Lyon 8e (Bachut - Transvaal),Appartement,91,4
1124,317 188,1 802 ,49124, Saint-Barthélemy-d'Anjou,Maison,176,7
1125,169 900,1 284 ,47300, Villeneuve-sur-Lot (Sainte-Catherine),Maison,132,6
1126,125 000,1 225 ,68100, Mulhouse (Fonderie),Appartement,102,4
1127,230 000,2 716 ,05000, Gap,Appartement,81,3
1128,210 000,3 320 ,54000, Nancy (Mon Désert - Jeanne d'Arc - Saurupt - Clémenceau),Maison,63,3
1129,799 500,799 5,94700, Maisons-Alfort (Charentonneau),Maison,92,5
1130,173 000,2 880 ,31400, Toulouse (L'Ormeau - La Terrasse - La Grande Plaine),Appartement,60,3
1131,345 000,7 940 ,06320, Cap-d'Ail,Appartement,43,2
1132,339 990,3 211 ,85300, Challans (Landa - Bois Soleil),Maison,101,5
1133,56 000,1 436 ,42000, Saint-Étienne (Terrenoire),Appartement,39,2
1134,476 000,7 023 ,06300, Nice (Riquier),Appartement,65,3
1135,335 000,4 926 ,78340, Les Clayes-sous-Bois (Centre-ville),Maison,68,3
1136,566 500,3 880 ,07100, Annonay (Sainte-Marie - Croze - Sacoga - Zodiaque),Maison,146,5
1137,247 900,5 912 ,85270, Saint-Hilaire-de-Riez (Sion - Pineau),Maison,40,2
1138,40 000,2 346 ,24000, Périgueux (Centre-ville - La Gare - Saint-Martin),Appartement,17,1
1139,109 890,1 691 ,24600, Saint-Martin-de-Ribérac,Maison,65,3
1140,144 000,144 0,87280, Limoges (Beaune les Mines),Maison,80,4
1141,450 000,8 529 ,75012, Paris 12e (Bel-Air - Nord),Appartement,51,2
1142,340 000,1 999 ,69460, Salles-Arbuissonnas-en-Beaujolais,Maison,170,6
1143,950 000,"14,1k ",74110, Avoriaz (Avoriaz - Falaise),Appartement,68,4
1144,71 500,1 556 ,24660, Coulounieix-Chamiers,Appartement,46,2
1145,88 000,1 544 ,24100, Bergerac (La Madeleine - Naillac - Cavaille - Aéroport),Appartement,57,3
1146,158 000,3 700 ,34500, Béziers (Neuf Ecluses - Gasquinoy),Maison,43,3
1147,199 000,2 211 ,30000, Nîmes (Feuchères),Appartement,90,4
1148,265 000,3 473 ,06200, Nice (Saint-Augustin),Appartement,76,3
1149,233 000,3 691 ,33700, Mérignac (Capeyron),Appartement,63,3
1150,274 000,3 558 ,34340, Marseillan (Mougères - Riac),Maison,77,3
1151,315 000,5 000 ,74000, Annecy,Appartement,60,3
1152,220 000,2 200 ,81000, Albi (Le Lude - Bellevue),Maison,100,4
1153,980 000,5 078 ,75017, Paris 17e (La Fourche - Guy Moquet),Maison,193,7
1154,525 000,4 200 ,78340, Les Clayes-sous-Bois,Maison,125,5
1155,129 000,1 955 ,13015, Marseille 15e (La Viste),Maison,66,3
1156,572 000,7 857 ,75014, Paris 14e (Didot - Porte de Vanves),Appartement,70,3
1157,892 500,5 090 ,67000, Strasbourg (Centre-ville - Mairie),Appartement,167,5
1158,159 000,2 304 ,54000, Nancy (Haussonville - Blandan - Donop),Appartement,69,3
1159,60 700,901 ,68200, Mulhouse (Brustlein),Appartement,67,4
1160,275 000,3 395 ,69100, Villeurbanne (Saint-Jean),Duplex,81,4
1161,449 000,2 806 ,44300, Nantes (Nantes Erdre - La Beaujoire - Saint-Joseph de Porterie),Maison,160,8
1162,189 000,2 277 ,93380, Pierrefitte-sur-Seine (Potier - Gare),Appartement,83,4
1163,630 000,5 676 ,92350, Le Plessis-Robinson (Coeur de Ville),Appartement,111,4
1164,260 000,3 714 ,33700, Mérignac (Saint-Augustin),Appartement,70,3
1165,265 000,3 155 ,13002, Marseille 2e (La Joliette),Appartement,84,4
1166,331 500,331 5,67140, Barr,Maison,125,5
1167,670 000,670 0,92300, Levallois-Perret (Front de Neuilly),Appartement,66,3
1168,499 000,8 458 ,75013, Paris 13e (Bibliothèque - Dunois - Jeanne d'Arc),Appartement,59,3
1169,320 000,2 909 ,13015, Marseille 15e (Saint-Antoine),Maison,110,4
1170,66 000,1 158 ,68200, Mulhouse (Haut-Poirier),Appartement,57,3
1171,599 830,2 579 ,44000, Nantes (Ile de Nantes),Appartement,223,8
1172,98 000,98 0,42300, Roanne (Centre-ville - Varenne),Appartement,73,3
1173,239 000,239 0,68190, Ensisheim,Maison,123,6
1174,4 515 000,"18,6k ",06230, Villefranche-sur-Mer,Maison,243,7
1175,449 000,1 796 ,31380, Montjoire,Maison,250,6
1176,419 200,6 626 ,74450, Le Grand-Bornand,Appartement,63,3
1177,350 000,3 465 ,11590, Cuxac-d'Aude,Maison,101,5
1178,144 000,144 0,75005, Paris 5e (Sorbonne - Quartier Latin),Appartement,11,1
1179,162 000,3 948 ,06000, Nice (Pasteur),Appartement,41,2
1180,100 000,1 229 ,87000, Limoges (CHU),Appartement,75,4
1181,104 000,1 926 ,87220, Feytiat,Appartement,54,2
1182,393 000,"11,9k ",75014, Paris 14e,Appartement,32,2
1183,160 000,3 793 ,68300, Saint-Louis (Centre-ville),Appartement,42,2
1184,255 000,8 600 ,06300, Nice (Le Port),Appartement,30,2
1185,228 000,3 284 ,94400, Vitry-sur-Seine (Paul Forment - La Ferme),Appartement,67,3
1186,149 500,1 842 ,29000, Quimper (Kermoysan),Appartement,76,5
1187,149 000,4 582 ,06000, Nice (Baumettes),Appartement,31,2
1188,125 000,9 750 ,75015, Paris 15e (Georges Brassens),Studio,12,
1189,221 900,3 522 ,44300, Nantes (Nantes Erdre - La Beaujoire - Saint-Joseph de Porterie),Appartement,63,3
1190,99 900,1 921 ,38100, Grenoble (La Capuche - Grands Boulevards),Appartement,52,3
1191,220 000,1 864 ,38100, Grenoble (Eaux-Claires - Mistral),Appartement,118,5
1192,649 000,9 541 ,06600, Antibes (Coeur de ville),Appartement,68,3
1193,270 000,270 0,69490, Sarcey,Maison,121,4
1194,399 000,"11,9k ",75010, Paris 10e (Porte Saint-Martin - Paradis),Appartement,32,2
1195,480 700,2 639 ,85300, Challans (Landa - Bois Soleil),Maison,174,6
1196,727 650,5 426 ,44600, Saint-Nazaire (Front de Mer - Sautron - Gavy Océanis),Appartement,129,4
1197,168 000,1 633 ,65100, Lourdes (Soum de Lanne - Cité Rotschild),Appartement,98,4
1198,1 260 000,4 200 ,06000, Nice (Parc Impérial - Le Piol),Maison,300,12
1199,272 000,2 914 ,67800, Hoenheim,Appartement,93,5
1200,65 700,939 ,63630, Saint-Germain-l'Herm,Maison,70,5
1201,273 000,4 020 ,44000, Nantes (Saint-Donatien - Tortière),Appartement,65,3
1202,98 200,1 006 ,68200, Mulhouse (Doller),Appartement,98,4
1203,183 000,2 671 ,84000, Avignon (Bonaventure - Clos-des-Trams),Maison,69,4
1204,470 000,4 434 ,69730, Genay,Maison,106,5
1205,399 000,6 124 ,06200, Nice (Fabron),Appartement,65,3
1206,995 000,"12,4k ",06000, Nice (Carré d'or),Appartement,80,3
1207,25 000,347 ,58300, Decize,Appartement,72,4
1208,45 000,549 ,58000, Nevers (Cathédrale - Jonction),Appartement,82,4
1209,109 000,1 787 ,87220, Feytiat,Appartement,61,3
1210,250 000,6 024 ,74170, Saint-Gervais-les-Bains,Appartement,42,2
1211,660 000,2 067 ,31300, Toulouse (Saint-Martin du Touch),Maison,307,10
1212,890 000,2 094 ,57000, Metz (Ancienne ville),Maison,425,9
